ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
2391,consolidated balance sheets,2016,Total assets,27800,thousands
2392,consolidated balance sheets,2015,Total assets,177927000,thousands
2393,consolidated balance sheets,2016,Total assets,150890000,thousands
2394,consolidated balance sheets,2015,TOTAL ASSETS,626825000,thousands
2395,consolidated balance sheets,2015,Total assets,9942364000,thousands
2397,consolidated balance sheets,2015,Total assets,43643541,thousands
2398,consolidated balance sheets,2015,TOTAL ASSETS,152768000,thousands
2400,consolidated balance sheets,2015,Total assets,34362,thousands
2401,consolidated balance sheets,2015,Total assets,106060086,thousands
2402,consolidated balance sheets,2016,TOTAL ASSETS,2244319000,thousands
2405,consolidated balance sheets,2015,Total assets,6501,thousands
2406,consolidated balance sheets,2016,Total assets,516225000,thousands
2408,consolidated balance sheets,2015,Total assets,1455506000,thousands
2409,consolidated balance sheets,2016,Total assets,1070884000,thousands
2411,consolidated balance sheets,2016,Total assets,572773000,thousands
2412,consolidated balance sheets,2015,TOTAL ASSETS,559412000,thousands
2413,consolidated balance sheets,2015,TOTAL ASSETS,18133,thousands
2414,consolidated balance sheets,2016,Total assets,13606,thousands
2415,consolidated balance sheets,2016,Total assets,3823344,thousands
2416,consolidated balance sheets,2015,TOTAL ASSETS,1325000,thousands
2418,consolidated balance sheets,2016,Total assets,1205149000,thousands
2419,consolidated balance sheets,2015,Total assets,279913000,thousands
2420,consolidated balance sheets,2016,Total assets,48431000,thousands
2421,consolidated balance sheets,2015,Total assets,743397000,thousands
2422,consolidated balance sheets,2016,Total assets,190871000,thousands
2423,consolidated balance sheets,2016,Total assets,6498940000,thousands
2424,consolidated balance sheets,2015,Total Assets,3389,thousands
2426,consolidated balance sheets,2015,Total assets,366849000,thousands
2429,consolidated balance sheets,2016,Total assets,817548000,thousands
2430,consolidated balance sheets,2016,Total assets,198193,thousands
2432,consolidated balance sheets,2015,Total Assets,8951697000,thousands
2434,consolidated balance sheets,2015,Total Assets,4256,thousands
2435,consolidated balance sheets,2015,Total assets,2466,thousands
2439,consolidated balance sheets,2016,TOTAL ASSETS,14329,thousands
2442,consolidated balance sheets,2015,Total assets,1199739000,thousands
2444,consolidated balance sheets,2015,Total assets,4914244000,thousands
2446,consolidated balance sheets,2015,Total assets,280353000,thousands
2447,consolidated balance sheets,2016,Total assets,8894000,thousands
2448,consolidated balance sheets,2015,TOTAL ASSETS,844,thousands
2453,consolidated balance sheets,2015,Total assets,7640,thousands
2458,consolidated balance sheets,2016,Total Assets,67922000,thousands
2459,consolidated balance sheets,2016,Total assets,488657000,thousands
2462,consolidated balance sheets,2016,Total assets,5530380,thousands
2465,consolidated balance sheets,2015,Total assets,1233346000,thousands
2466,consolidated balance sheets,2016,Total assets,1064981000,thousands
2467,consolidated balance sheets,2015,Total assets,1767307000,thousands
2471,consolidated balance sheets,2015,Total assets,1455902000,thousands
2472,consolidated balance sheets,2016,Total assets,702544000,thousands
2473,consolidated balance sheets,2015,TOTAL ASSETS,3819261,thousands
2475,consolidated balance sheets,2015,Total assets,2980,thousands
2476,consolidated balance sheets,2015,Total assets,379319000,thousands
2478,consolidated balance sheets,2015,TOTAL ASSETS,7429067,thousands
2481,consolidated balance sheets,2015,Total assets,94076000,thousands
2483,consolidated balance sheets,2015,Total assets,54412000,thousands
2486,consolidated balance sheets,2015,Total assets,14964513,thousands
2487,consolidated balance sheets,2015,Total Assets,356743226,thousands
2488,consolidated balance sheets,2015,Total assets,533929000,thousands
2495,consolidated balance sheets,2015,Total assets,69521000,thousands
2497,consolidated balance sheets,2015,Total Assets,5621643000,thousands
2501,consolidated balance sheets,2015,Total assets,858057000,thousands
2504,consolidated balance sheets,2015,Total assets,3334734000,thousands
2508,consolidated balance sheets,2015,TOTAL ASSETS,726639,thousands
2513,consolidated balance sheets,2015,Total assets,263848000,thousands
2515,consolidated balance sheets,2016,Total assets,79679,thousands
2516,consolidated balance sheets,2015,Total assets,1023962879,thousands
2517,consolidated balance sheets,2015,Total assets,49938000,thousands
2518,consolidated balance sheets,2015,Total assets,133269000,thousands
2521,consolidated balance sheets,2015,Total assets,569525000,thousands
2522,consolidated balance sheets,2015,Total assets,116580000,thousands
2527,consolidated balance sheets,2015,Total Assets,2925219,thousands
2528,consolidated balance sheets,2016,Total assets,120620000,thousands
2529,consolidated balance sheets,2015,Total assets,165424000,thousands
2531,consolidated balance sheets,2015,Total assets,1585727000,thousands
2540,consolidated balance sheets,2016,TOTAL ASSETS,9634740,thousands
2542,consolidated balance sheets,2016,Total assets,337531000,thousands
2543,consolidated balance sheets,2015,Total assets,67867,thousands
2544,consolidated balance sheets,2016,TOTAL ASSETS,8689050,thousands
2545,consolidated balance sheets,2015,Total assets,204323000,thousands
2547,consolidated balance sheets,2015,Total Assets,30743,thousands
2550,consolidated balance sheets,2015,Total Assets,406986613,thousands
2554,consolidated balance sheets,2016,Total assets,23705934,thousands
2562,consolidated balance sheets,2016,TOTAL ASSETS,12433000,thousands
2565,consolidated balance sheets,2015,Total assets,315912000,thousands
2567,consolidated balance sheets,2015,TOTAL ASSETS,193865131,thousands
2569,consolidated balance sheets,2015,TOTAL ASSETS,17357,thousands
2570,consolidated balance sheets,2015,Total assets,204571000,thousands
2571,consolidated balance sheets,2016,Total assets,2766060000,thousands
2572,consolidated balance sheets,2015,Total assets,181179000,thousands
2573,consolidated balance sheets,2015,Total assets,495220000,thousands
2574,consolidated balance sheets,2015,Total assets,135840,thousands
2575,consolidated balance sheets,2015,TOTAL ASSETS,3582651,thousands
2579,consolidated balance sheets,2015,Total Assets,14365000,thousands
2583,consolidated balance sheets,2015,Total assets,247926000,thousands
2584,consolidated balance sheets,2016,Total assets,4250,thousands
2586,consolidated balance sheets,2016,Total assets,219074000,thousands
2590,consolidated balance sheets,2015,Total assets,14293,thousands
2592,consolidated balance sheets,2016,TOTAL ASSETS,2556757,thousands
2593,consolidated balance sheets,2015,Total assets,21485000,thousands
2594,consolidated balance sheets,2015,Total assets,2129,thousands
2596,consolidated balance sheets,2016,Total assets,1156744000,thousands
2597,consolidated balance sheets,2015,Total assets,6692829000,thousands
2598,consolidated balance sheets,2015,TOTAL ASSETS,173462000,thousands
2604,consolidated balance sheets,2016,Total assets,3625222000,thousands
2605,consolidated balance sheets,2015,Total assets,1927733000,thousands
2606,consolidated balance sheets,2015,Total assets,4220722000,thousands
2607,consolidated balance sheets,2015,Total Assets,2438726000,thousands
2608,consolidated balance sheets,2015,Total assets,6676684000,thousands
2612,consolidated balance sheets,2015,Total assets,2595,thousands
2613,consolidated balance sheets,2016,Total assets,10322677000,thousands
2614,consolidated balance sheets,2015,Total assets,235748000,thousands
2615,consolidated balance sheets,2015,Total assets,50383152000,thousands
2616,consolidated balance sheets,2015,TOTAL ASSETS,2373701000,thousands
2618,consolidated balance sheets,2015,Total assets,1294769000,thousands
2625,consolidated balance sheets,2015,Total assets,46461059,thousands
2626,consolidated balance sheets,2015,TOTAL ASSETS,403090000,thousands
2629,consolidated balance sheets,2016,Total assets,3855508000,thousands
2630,consolidated balance sheets,2015,Total assets,400222000,thousands
2631,consolidated balance sheets,2015,Total assets,494912000,thousands
2636,consolidated balance sheets,2015,Total assets,433632000,thousands
2637,consolidated balance sheets,2015,Total assets,666589000,thousands
2639,consolidated balance sheets,2015,Total assets,1946,thousands
2640,consolidated balance sheets,2015,Total assets,2271832000,thousands
2642,consolidated balance sheets,2015,Total assets,6037612000,thousands
2644,consolidated balance sheets,2015,Total Assets,64566926,thousands
2645,consolidated balance sheets,2015,Total assets,274846000,thousands
2646,consolidated balance sheets,2015,Total assets,13489805,thousands
2647,consolidated balance sheets,2015,Total assets,51237000,thousands
2650,consolidated balance sheets,2015,Total assets,142770000,thousands
2651,consolidated balance sheets,2016,Total assets,1925448000,thousands
2653,consolidated balance sheets,2015,Total assets,47406300,thousands
2654,consolidated balance sheets,2016,Total assets,3455,thousands
2657,consolidated balance sheets,2016,TOTAL ASSETS,128176505,thousands
2658,consolidated balance sheets,2015,Total assets,76011000,thousands
2660,consolidated balance sheets,2016,Total assets,74702000,thousands
2661,consolidated balance sheets,2015,Total assets,4523516000,thousands
2664,consolidated balance sheets,2015,Total assets,14927586000,thousands
2667,consolidated balance sheets,2015,Total assets,389196000,thousands
2668,consolidated balance sheets,2015,Total assets,3315841000,thousands
2669,consolidated balance sheets,2015,Total assets,2593198275,thousands
2670,consolidated balance sheets,2015,Total Assets,812315,thousands
2671,consolidated balance sheets,2015,Total assets,4350900000,thousands
2672,consolidated balance sheets,2016,Total assets,1278068000,thousands
2674,consolidated balance sheets,2015,Total assets,23513000,thousands
2677,consolidated balance sheets,2015,Total assets,6479991000,thousands
2678,consolidated balance sheets,2016,Total assets,11051735,thousands
2679,consolidated balance sheets,2015,Total assets,2409771,thousands
2682,consolidated balance sheets,2015,Total assets,6665070000,thousands
2683,consolidated balance sheets,2015,Total assets,4533317000,thousands
2689,consolidated balance sheets,2015,Total Assets,187083000,thousands
2694,consolidated balance sheets,2016,Total assets,891429000,thousands
2695,consolidated balance sheets,2016,Total assets,1683,thousands
2697,consolidated balance sheets,2016,TOTAL ASSETS,391815000,thousands
2701,consolidated balance sheets,2015,TOTAL ASSETS,4190551000,thousands
2703,consolidated balance sheets,2015,Total assets,30650673000,thousands
2706,consolidated balance sheets,2015,Total assets,119950000,thousands
2707,consolidated balance sheets,2015,Total assets,19019589000,thousands
2708,consolidated balance sheets,2015,TOTAL ASSETS,117326000,thousands
2709,consolidated balance sheets,2016,Total assets,2743091000,thousands
2710,consolidated balance sheets,2015,Total Assets,295989,thousands
2711,consolidated balance sheets,2016,Total assets,1103290000,thousands
2713,consolidated balance sheets,2016,Total assets,348945000,thousands
2714,consolidated balance sheets,2016,Total assets,55003000,thousands
2716,consolidated balance sheets,2016,TOTAL ASSETS,136862258,thousands
2719,consolidated balance sheets,2015,Total assets,183962000,thousands
2722,consolidated balance sheets,2015,Total assets,2370826000,thousands
2723,consolidated balance sheets,2015,Total assets,9615014000,thousands
2726,consolidated balance sheets,2016,Total assets,823868000,thousands
